target,file_abs_path,check_id,check_name,severity,resource,guideline,error,stderr
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\config-map.yaml,CKV_K8S_21,The default namespace should not be used,,ConfigMap.default.vars,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\config-map.yaml,CKV_K8S_21,The default namespace should not be used,,ConfigMap.default.bdb-config,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\config-map.yaml,CKV_K8S_21,The default namespace should not be used,,ConfigMap.default.tendermint-config,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\config-map.yaml,CKV_K8S_21,The default namespace should not be used,,ConfigMap.default.mdb-config,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.cloud-manager-credentials,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.mdb-certs,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.mdb-mon-certs,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.bdb-certs,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.nginx-secret-header,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.https-certs,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.threescale-credentials,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.ca-auth,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\configuration\secret.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.mdb-config,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_21,The default namespace should not be used,,Service.default.bdb,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_20,Containers should not run with allowPrivilegeEscalation,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-19,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_30,Apply security context to your containers,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-28,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_21,The default namespace should not be used,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_28,Minimize the admission of containers with the NET_RAW capability,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-27,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_26,Do not specify hostPort unless absolutely necessary,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-25,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_43,Image should use digest,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_37,Minimize the admission of containers with capabilities assigned,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-34,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_29,Apply security context to your pods and containers,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-securitycontext-is-applied-to-pods-and-containers,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_22,Use read-only filesystem for containers where possible,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-21,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_23,Minimize the admission of root containers,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-22,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_40,Containers should run as a high UID to avoid host conflict,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_31,Ensure that the seccomp profile is set to docker/default or runtime/default,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\bigchaindb.yaml,CKV_K8S_38,Ensure that Service Account Tokens are only mounted where necessary,,Deployment.default.bdb-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_21,The default namespace should not be used,,Service.default.mdb,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_20,Containers should not run with allowPrivilegeEscalation,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-19,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_30,Apply security context to your containers,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-28,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_21,The default namespace should not be used,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_28,Minimize the admission of containers with the NET_RAW capability,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-27,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_26,Do not specify hostPort unless absolutely necessary,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-25,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_43,Image should use digest,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_8,Liveness Probe Should be Configured,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-7,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_37,Minimize the admission of containers with capabilities assigned,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-34,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_29,Apply security context to your pods and containers,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-securitycontext-is-applied-to-pods-and-containers,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_9,Readiness Probe Should be Configured,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-8,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_22,Use read-only filesystem for containers where possible,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-21,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_23,Minimize the admission of root containers,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-22,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_40,Containers should run as a high UID to avoid host conflict,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_31,Ensure that the seccomp profile is set to docker/default or runtime/default,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\mongo.yaml,CKV_K8S_38,Ensure that Service Account Tokens are only mounted where necessary,,StatefulSet.default.mdb-ss,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_21,The default namespace should not be used,,Service.default.ngx-http,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_20,Containers should not run with allowPrivilegeEscalation,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-19,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_30,Apply security context to your containers,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-28,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_21,The default namespace should not be used,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_28,Minimize the admission of containers with the NET_RAW capability,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-27,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_43,Image should use digest,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_37,Minimize the admission of containers with capabilities assigned,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-34,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_29,Apply security context to your pods and containers,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-securitycontext-is-applied-to-pods-and-containers,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_9,Readiness Probe Should be Configured,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-8,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_22,Use read-only filesystem for containers where possible,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-21,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_23,Minimize the admission of root containers,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-22,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_40,Containers should run as a high UID to avoid host conflict,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_31,Ensure that the seccomp profile is set to docker/default or runtime/default,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-http.yaml,CKV_K8S_38,Ensure that Service Account Tokens are only mounted where necessary,,Deployment.default.ngx-http-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_21,The default namespace should not be used,,Secret.default.https-certs,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_21,The default namespace should not be used,,Service.default.ngx-https,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_20,Containers should not run with allowPrivilegeEscalation,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-19,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_30,Apply security context to your containers,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-28,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_21,The default namespace should not be used,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_28,Minimize the admission of containers with the NET_RAW capability,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-27,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_43,Image should use digest,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_37,Minimize the admission of containers with capabilities assigned,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-34,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_29,Apply security context to your pods and containers,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-securitycontext-is-applied-to-pods-and-containers,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_9,Readiness Probe Should be Configured,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-8,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_22,Use read-only filesystem for containers where possible,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-21,,
D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,D:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet\clusterpost\bigchaindb\k8s\dev-setup\nginx-https.yaml,CKV_K8S_23,Minimize the admission of root containers,,Deployment.default.ngx-https-dep,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-22,,
